id,Section,Title,N,Kimberling Centers,Year,Video1,Video2,sound,Video3
129,Inversive Poncelet,"Elliptic Billiard Focus-Inversive N-periodics: Loci of Vertex, Perimeter, Area Centroids are Circles",5,--,2020,https://youtu.be/hjzW84ZZApA,,T,
130,Inversive Poncelet,Elliptic Billiard N-Periodics: invariant sum of inverse focal distances & inversive Pascal Limaçon,5,--,2020,https://youtu.be/FmWq1YiAs5o,,T,
131,Inversive Poncelet,Focus-Inversive N=3 Family in the Elliptic Billiard: Pascal Limaçon-Inscribed Billiard Triangles!,3,"9,7",2020,https://youtu.be/Y-j5eXqKGQE,https://youtu.be/LOJK5izTctI,T,
132,Inversive Poncelet,Focus-Inversive Polygons' Equi-Area Pedal Polygons (wrt foci),3,--,2020,https://youtu.be/0L2uMk2xyKk,,T,
133,Inversive Poncelet,Invariant Area Ratio Between Focus-Inversive Polygons for all N,5,--,2020,https://youtu.be/eG4UCgMkKl8,,T,
134,Inversive Poncelet,Invariant Inversive Perimeter (all N) and Area Product (odd N),5,--,2020,https://youtu.be/bTkbdEPNUOY,,T,
135,Inversive Poncelet,Invariant Inversive perimeter and N=6 a/b=2 Null Antipedal Area,6,--,2020,https://youtu.be/fOAES-CzjNI,,T,
136,Inversive Poncelet,"Invariants of Inversive, Polar, and Dual Polygons derived from N-Periodics in the Elliptic Billiard",5,--,2020,https://youtu.be/qyAHOW32NXY,https://youtu.be/4JecobQ7G5Y,T,
137,Inversive Poncelet,Inversive Elliptic Billiard N-Periodics are Circular Arcs Interscribed between two Pascal Limaçons,5,--,2020,https://youtu.be/bFsehskizls,,T,
138,Inversive Poncelet,Inversive Invariants of Elliptic Billiard N-Periodics Nestled within Pascal's Limaçon,5,--,2020,https://youtu.be/wkstGKq5jOo,,T,
139,Inversive Poncelet,Loci of Invariant Inversive perimeter and N=6 a/b=2 Null Antipedal Area,6,--,2020,https://youtu.be/HMhZW_kWLGw,,T,
140,Inversive Poncelet,Self-Intersected 5-periodics in the Elliptic Billiard: Loci of Focus-Inversive Centroids are Circles,5,--,2020,https://youtu.be/7bzID9SVwqM,,T,
141,Inversive Poncelet,"A Rose in the Elliptic Billiard: the Constant-Perimeter, Focus-Inversive Family",5,--,2021,https://youtu.be/wkstGKq5jOo,,T,
142,Inversive Poncelet,Inversive Symmedian I: 4 Families with Stationary Symmedian Points,3,6,2021,https://youtu.be/F0YuAx2Dy6M,,T,
143,Inversive Poncelet,Inversive Symmedian II: Stationary Inversive X6 in Excentral Family,3,6,2021,https://youtu.be/vHUsFzvnRu4,,T,
144,Inversive Poncelet,Inversive Symmedian III: Stationary Cosine Circle of Inversive Triangles,3,6,2021,https://youtu.be/wwX_QfkjVi0,,T,
145,Isodynamic Points,Isodynamic points I: construction via Apollonius' circles,3,--,2021,https://youtu.be/L0pr8PuPavk,,T,
146,Isodynamic Points,Isodynamic points II: centers of Apollonius' circles are collinear & reciprocity wrt circumcircle,3,--,2021,https://youtu.be/Bqd7mHHDRnU,,T,
147,Isodynamic Points,Isodynamic points III: constructing X15 with barycentric coordinates,3,--,2021,https://youtu.be/uUSKWHrctOQ,,T,
148,Isodynamic Points,Isodynamic Points IV: flank triangles between hexagons erected on a triangle's sides have common X16,3,--,2021,https://youtu.be/e3MkijszDEA,,T,
149,Isogonal and Isotomic,Antiorthic Axis and 5 points on the Billiard,3,"1,6,9,44,88,100",2019,https://youtu.be/vyHZ8fwyiE8,,,
150,Isogonal and Isotomic,Isotomic and Isogonal Conjugates of Billiard with respect to the 3-periodic family,3,"1,9,144",2019,https://youtu.be/C0fIMK6fuAU,,,
151,Isogonals over Poncelet,Extending A. Skutin's result I: locus of isogonal conjugate of fixed point over Poncelet triangles,3,--,2021,https://youtu.be/x0953ASLkuk,,T,
152,Isogonals over Poncelet,Extending A. Skutin's result II: conic frontiers of isogonal loci & confocal envelope of line loci,3,--,2021,https://youtu.be/o9iHWbk4aPc,,T,
153,Locus App,Loci of Ellipse-Inscribed Triangles: Part 01 - Intro to the App,3,--,2020,https://youtu.be/o63QTcpDqNA,,T,
154,Locus App,Loci of Ellipse-Inscribed Triangles: Part 02 - The Homothetic Family,3,--,2020,https://youtu.be/1i4ys4TFw48,,T,
155,Locus App,Loci of Ellipse-Inscribed Triangles: Part 03 - Derived Triangles,3,--,2020,https://youtu.be/DSeZXMnuirA,,T,
156,Locus App,Loci of Ellipse-Inscribed Triangles: Part 04 - Locus Type,3,--,2020,https://youtu.be/QIcx89W6J_k,,T,
157,Locus App,Segment Locus of the Center of a Certain Apollonius' Circle,3,"1,3,7,10,970,10441 ",2021,https://youtu.be/Ovypr11bNqU,,T,
158,Misc,Conservation of Sum and Product of Cosines,3,--,2019,https://youtu.be/P8ykpE_ZbZ8,,,
159,Misc,Elliptic Billiards in Brazil,4,--,2019,https://youtu.be/PHitZFbps8M,,T,
160,Misc,Loci of Outer Napoleon Equilateral Construction,3,13,2019,https://youtu.be/70-E-NZrNCQ,https://youtu.be/wwuvau5GeqY,,
161,Misc,The Miquel Point of the Extouch and Excentral Triangles,3,40,2019,https://youtu.be/CKaV_AKZc1U,https://youtu.be/jDWwrUWVmjg,,
162,Misc,An invariant in the parabolic pair associated with the N=3 family,3,--,2020,https://youtu.be/VpDrCPG6th0,,,
163,Misc,Elliptic Billiard 3-Periodics: Invariants of the Focal Hyperbola,3,--,2020,https://youtu.be/_ydXSm-QplM,,T,
164,Misc,Horizontal-Vertical Billiard in a Rhombus and Parallelogram: are there N-Periodics?,n/a,--,2020,https://youtu.be/XKCYL-8hEVA,,T,
165,Misc,Locus and elliptic envelope of excircle tangents' hexagon (side touchpoints),3,--,2020,https://youtu.be/4XMTSvZtTJo,,T,
166,Misc,Non-monotonic X(88) and the X(1)-X(100) envelope,3,"1,88,100",2020,https://youtu.be/nJLp--JjDZU,,,
167,Misc,Pascal's Limaçon as Envelope of Circles,n/a,--,2020,https://youtu.be/495A_ZjgcyE,,T,
168,Misc,"Reuleaux Triangle: Properties of Negative Pedal Curve, and Exploring its Billiard Trajectories",n/a,--,2020,https://youtu.be/aGtDyVjlrvM,,T,
169,Misc,Six-Point Conic passes through Sideline Tangents to Excircles,3,--,2020,https://youtu.be/kVtTR-aINX4,,T,
170,Misc,The Thomson Cubic of 3-periodics,3,"1,2,3,4,6,9",2020,https://youtu.be/uNHIZXgZDOs,,,
171,Misc,"Apresentação do Curso 33o CBM IMPA-2021
""Invariantes Ponceletianas: um Passeio Experimental""",n/a,--,2021,https://youtu.be/UakZhTIQVro,,T,
172,Misc,Circumellipscevian Triangle: area ratio invariant in N=3 Concentric Poncelet,3,2,2021,https://youtu.be/4Q1uouMQzXU,,T,
173,Misc,Cramer-Castillon & Poncelet: surprising Brocard and Lemoine harmonies,3,"1,3,6,15,16",2021,https://youtu.be/Aw4U2Ah1Byc,,T,
174,Misc,Ellipse Maximal Distance Chords I: locus of the farthest midpoint can be a 4-leaf clover,n/a,--,2021,https://youtu.be/kJUkidbrn3g,,T,
175,Misc,Ellipse Maximal Distance Chords II: the Astroidal Evolute,n/a,--,2021,https://youtu.be/YvoyN46biq8,,T,
176,Misc,Ellipse-inscribed triangles w/ perimeter-trisecting vertices. What is the locus of the centroid?,3,--,2021,https://youtu.be/bGAE4IgBPN4,,T,
177,Misc,Excentral-Tangential Family of Elliptic Billiard 3-Periodics: invariant perimeter and stationary X7,3,"1,3,6,7,9,10,20",2021,https://youtu.be/Pqer9GfADqc,,T,
178,Misc,Interpolation of pedal and contrapedal curves,n/a,--,2021,https://youtu.be/0SW_tBUeNKg,,T,
179,Misc,Prof. Pamfilos' Construction of 6 points on a parabola,3,--,2021,https://youtu.be/ElxjUgHmKNU,,T,
180,Misc,Sixty Pascal Lines over Certain N=6 Poncelet Families,6,--,2021,https://youtu.be/qB-tGP6dQkk,,T,
181,Multiple Caustics,"Bicentrics w/ Three Caustics I: Non-Conic Loci of X(i), i=1,2,6,8,10",3,"1,2,6,8,10",2021,https://youtu.be/cvB0A7LmlZc,,T,
182,Multiple Caustics,Bicentrics w/ Three Caustics II -- Non-conic loci of excenters and  incenter,3,1,2021,https://youtu.be/A_-U2VvM5kY,,T,
183,Multiple Caustics,Bicentrics w/ Three Caustics III: loci of incenter & barycenter over 4 possible triangle choices,3,"1,2",2021,https://youtu.be/E1Rcu38MePQ,,T,
184,Multiple Caustics,Bicentrics w/ Three Caustics IV: loci of symmedian & Nagel points over 4 triangle choices,3,"6,8",2021,https://youtu.be/u1_uANWDNr8,,T,
185,Multiple Caustics,Bicentrics w/ Two Caustics I: circular locus of X(1),3,"1,3",2021,https://youtu.be/OM7uilfdGgk,,T,
186,Multiple Caustics,"Bicentrics w/ Two Caustics II: circular Loci of X(1), X(40), X(165)",3,"1,3,40,165",2021,https://youtu.be/qJGhf798E-s,,T,
187,Multiple Caustics,"Bicentrics w/ Two Caustics III: sextic loci of X(2), X(4), X(5)",3,"2,3,4,5",2021,https://youtu.be/6Fqp6Z1Q-0A,,T,
188,Multiple Caustics,"Bicentrics w/ Two Caustics IV: loci of X(1) (circle) and X(2) (sextic), varying caustic",3,"1,2,3",2021,https://youtu.be/3dnsWPlAmxE,,T,
189,Multiple Caustics,"Bicentrics w/ Two Caustics V: 1 circle, 2 non-conic loci of the excenters (also: X1,X40 circular)",3,"1,40",2021,https://youtu.be/qdqIuT-Qk6k,,T,
190,Multiple Caustics,Confocals w/ Two Caustics I: locus of the incenter X1 for 4 different caustics,3,1,2021,https://youtu.be/C14TL430UBc,,T,
191,Multiple Caustics,Confocals w/ Two Caustics II: locus of the incenter X1 over confocal caustic sweep,3,1,2021,https://youtu.be/kCY6KHFDV2M,,T,
192,Multiple Caustics,"Confocals w/ Two Caustics III: loci of excenters: two elliptic, one non-conic",3,1,2021,https://youtu.be/AisIrfn4IGg,,T,
193,Multiple Caustics,"Confocals w/ Two Caustics IV: two notable loci of the excenters (N=4,6 caustics)",3,1,2021,https://youtu.be/wB9bVkY9rqU,,T,
194,Multiple Caustics,Half N=4 Poncelet Triangles: elliptic locus of barycenter over 4 different families,3,2,2021,https://youtu.be/6yNod1LFVrY,,T,
195,Multiple Caustics,Poncelet Triangle Families w/ Multiple Caustics (derived from the Poristic and Confocal Families),3,--,2021,https://youtu.be/8HXgkuY-nFQ,,T,
196,Multiple Caustics,Poncelet Triangles with Smoothly-Varying Circular Caustic: the amazing loci of X(11) and X(59),3,"11,59",2021,https://youtu.be/2VqgB6KvP2g,,T,
197,N-Point Porisms,N-Point Porism I: three-point quasi-porisms,"9,18,21",--,2021,https://youtu.be/ui0YmSqR-vI,,T,
198,N-Point Porisms,N-Point Porism II: 3-point chord iteration: porism iff one point lies on mystery ellipse,9,--,2021,https://youtu.be/hvTYkkvhePQ,,T,
199,N-Point Porisms,N-Point Porism III: 3-point chord iteration & elliptic loci of third point for various N,"3,6,9,12,15,18",--,2021,https://youtu.be/a6zoq1YNPrw,,T,
200,N=3 Loci,3-Periodics and Derived Triangles,3,--,2019,https://youtu.be/xyroRTEVNDc,,,
201,N=3 Loci,Anticomplementary triangle intouchpoints,3,"1,2,7,9,100,144",2019,https://youtu.be/NzGKU75-Fuo,https://youtu.be/gwfx6LDJnsE,,
202,N=3 Loci,"Anticomplementary, Medial Triangles and the Intouch Triangle",3,"1,2,7,9,11,100,142,144",2019,https://youtu.be/xyHUwpvAj3g,https://youtu.be/e-mToZlkHtc,,
203,N=3 Loci,Elliptic Loci of X(1) to X(5) and Euler Line,3,"1,2,3,4,5",2019,https://youtu.be/sMcNzcYaqtg,,,
204,N=3 Loci,Locus of Bevan Point X(40) is similar to billiard,3,40,2019,https://youtu.be/NwPioKleiyU,,,
205,N=3 Loci,Locus of Excentral and Anticomplementary Triangles and Objects,3,"1,2,5,11,100",2019,https://youtu.be/50dyxWJhfN4,https://youtu.be/xSnRd6WWiKc,,
206,N=3 Loci,"Locus of Feuerbach point, its anticomplement and three extouchpoints",3,"1,2,5,11,100",2019,https://youtu.be/TXdg7tUl8lc,https://youtu.be/NNOktM8tvPM,T,https://youtu.be/1gYb5Y3-rQI
207,N=3 Loci,Locus of several triangular centers is elliptic,3,"1,2,3,4,5",2019,https://youtu.be/f84W2aVnMpU,,,
208,N=3 Loci,Locus of vertices of Feuerbach Triangle is non-elliptic,3,--,2019,https://youtu.be/YPz0_xbit2I,,,
209,N=3 Loci,"Non-Elliptic loci of vertices of Medial, Intouch and Feuerbach triangles",3,"1,5,11",2019,https://youtu.be/OGvCQbYqJyI,,T,
210,N=3 Loci,Circular loci for X(140) and X(547) over 3-periodics in the Elliptic Billiard,3,"3,2,5,40,547",2020,https://youtu.be/_umuHLl9cCU,,T,
211,N=3 Loci,I love loci! Classic triangle centers as one vertex moves parallel to the base,3,"1,2,3,4,20",2020,https://youtu.be/Y50RFjhvsAo,,T,
212,N=3 Loci,Locus of Bevan Point X(40) identical to billiard when a/b=golden ratio,3,40,2020,https://youtu.be/rg28gGr-Qeo,,,
213,N=3 Loci,Locus of X(59) has 4 self-intersections,3,59,2020,https://youtu.be/pl_PqSuhlx0,,,
214,N=3 Loci,The locus of X(140) is a circle over 3-periodics in the Elliptic Billiard,3,"3,5,140",2020,https://youtu.be/4g5G9eluxJo,,T,
215,N=3 Loci,Triangle family with 2 fixed vertices whose incenter X1 sweeps a circle,3,1,2020,https://youtu.be/MPKt7Q2DhJc,,T,
216,N=3 Loci,Elliptic Billiard 3-Periodics: triangle centers whose loci sweep 2 circles and 2 segments,3,"2,3",2021,https://youtu.be/haFTsq5UyK4,,T,
217,N=3 Loci,"Family of Poncelet Triangles between Concentric, Axis-Parallel Ellipses centered on X(1249)",3,"4,20,1249,1498",2021,https://youtu.be/QQSN_ndDJQk,,T,
218,N=3 Loci,"Gallery of Artful, Colorful Triangle Loci. Music by Tchaikovsky",3,--,2021,https://youtu.be/l-O5UT8tpuw,,T,
219,N=3 Loci,Loci of Incenter and Excenters over Poncelet 3-Periodics in a Generic Ellipse Pair,3,1,2021,https://youtu.be/z7qDgJEgPVY,,T,
220,N=3 Loci,"Loci of Triangle Centers of Poncelet 3-Periodics IV: Outer Elllipse, Inner Non-Concentric Circle",3,"3,5",2021,https://youtu.be/w7sZ5O8k4xU,,T,
221,N=3 Loci,"Loci of Triangle Centers of Poncelet 3-Periodics: 
I Generic Pair, Elliptic Loci",3,"2,3,4,5,20",2021,https://youtu.be/p1medAei_As,,T,
222,N=3 Loci,"Loci of Triangles Centers of Poncelet 3-Periodics II: Pair with Circumcircle, Circular Loci",3,"2,3,4,5,20",2021,https://youtu.be/HXgJQo2UT_8,,T,
223,N=3 Loci,"Poncelet 3-Periodics in a Non-Concentric, Unaligned Ellipse Pair",3,--,2021,https://youtu.be/bjHpXVyXXVc,,T,
224,N=3 Loci,Poncelet 3-Periodics in Generic Pair and Affine Image with Circumcircle (Blaschke Parametrization),3,--,2021,https://youtu.be/6xSFBLWIkTM,,T,
225,N=3 Loci,Loci of Triangles Centers of Poncelet 3-Periodics III: Concentric Tilted Ellipse Pair,3,"2,3,4,5,20",2021,https://youtu.be/hpb7ZgKWjUY,,T,
226,N>3 Periodics,4-periodics and Monge's Orthoptic Circle,4,--,2019,https://youtu.be/9fI3iM2jrmI,https://youtu.be/BTSNc_YN0lo,,
227,N>3 Periodics,4-periodics: Loci of Triangle Centers for Vertex Triad,4,--,2019,https://youtu.be/y2bnml8heGg,,,
228,N>3 Periodics,5-periodics: Loci of Subtriangles (123 and 124),5,--,2019,https://youtu.be/4lj9yQ-e_cE,,,
229,N>3 Periodics,"5-periodics: locus of P1,P2,P3 triangle",5,--,2019,https://youtu.be/yQMOtAGdrqA,,,
230,N>3 Periodics,"5-periodics: locus of P1,P2,P4 triangle",5,--,2019,https://youtu.be/2MA1h-dMnw8,,,
231,N>3 Periodics,6-periodic family,6,--,2019,https://youtu.be/YZfFGew4azI,,,
232,N>3 Periodics,Enagramma Mysticum: loci of side intersections,9,--,2019,https://youtu.be/ECo1hTCVuDg,,,
233,N>3 Periodics,Family of Orbits and Their Caustics,3 to 6,--,2019,https://youtu.be/Y3q35DObfZU,,,
234,N>3 Periodics,Generalized Mittenpunkt and On-Caustic Extouchpoints,"4,5",--,2019,https://youtu.be/Bpc-MrR2IMc,,,
235,N>3 Periodics,Mittenpunkt-like Construction of a Stationary Point,4 to 7,--,2019,https://youtu.be/TV2p7fPlYfE,,,
236,N>3 Periodics,Octagramma Mysticum,8,--,2019,https://youtu.be/mDomB-_GiNA,https://youtu.be/xgdgx0erM58,,
237,N>3 Periodics,Upright 5-periodic family,5,--,2019,https://youtu.be/RQE1s2siPSo,,,
238,N>3 Periodics,An Invariant Based on Inradii and Circumradii of Subtriangles in the Elliptic Billiard,5,--,2020,https://youtu.be/ipOEfbxWsdk,,T,
239,N>3 Periodics,Circumcircles of Focus with Consecutive Vertices Homothetic to Focus Antipedal,"5,6",--,2020,https://youtu.be/kVxh5jfZb9Q,,T,
240,N>3 Periodics,Cremona-Inversive Polygon of Odd-N-Periodics in the Elliptic Billiard: Zero Signed Area,5,--,2020,https://youtu.be/GrDh0mmtHCE,,T,
241,N>3 Periodics,Ellipse-Inscribed Parallelogram: invariants of the Pedal Polygon w/ respect to boundary points,4,--,2020,https://youtu.be/7eUQQgR-w3c,https://youtu.be/sViggJv4xyQ,T,
242,N>3 Periodics,Elliptic Billiard with Perpendicular Reflection Rule,n/a,--,2020,https://youtu.be/0Qqi7ubS9Bw,,T,
243,N>3 Periodics,Incenters of Focus Triads: Invariant Area Ratio to N-Periodic and Elliptic Locus,5,--,2020,https://youtu.be/ehnbRnCUmS0,,T,
244,N>3 Periodics,Invariant Area Ratios to Minimum-Area Steiner Pedal Polygons,5,--,2020,https://youtu.be/f0JwRlu7iaY,,T,
245,N>3 Periodics,Family of Poncelet 7-Periodics Interscribed Between Two Ellipses in General Position,7,--,2021,https://youtu.be/kzxf7ZgJ5Hw,,T,
246,N>3 Periodics,Invariant Sums of Generalized Exradii (and their inverses) over various Poncelet families,"3,4,5,6,7",--,2021,https://youtu.be/yiGIl-nXXj8,,T,
247,N>3 Periodics,N-Periodics in the Elliptic Billiard: Invariant Sum of Cosines,"3,4,5,6,7,8",--,2021,https://youtu.be/qP67bdqS3nQ,,T,
248,N>3 Periodics,N-Periodics in the Homothetic Pair: Invariant Sum of Cotangents,"3,4,5,6,7,8",--,2021,https://youtu.be/TzKsr-x1KFk,,T,
249,Original 2011,3-Periodic trajectories,3,--,2011,https://youtu.be/9zAr5-nm7mw,https://youtu.be/A7mPzrNJHkA,,https://youtu.be/6yXA0dyWhFY
250,Original 2011,Locus of incenter is elliptic for family of 3-periodics,3,1,2011,https://youtu.be/BBsyM7RnswA,,,
251,Original 2011,Locus of the incircle touchpoints is a higher-order curve,3,1,2011,https://youtu.be/9xU6T7hQMzs,,,
252,Orthic Phenomena,Excentral of Orthic for Acute and Obtuse Triangles,3,4,2019,https://youtu.be/-bLuvICzmqM,,,
253,Orthic Phenomena,"Locus of orthocenter, orthic orthocenter, incenter, and orthic orthic's incenter",3,"1,4",2019,https://youtu.be/HY577AZVi7I,,,
254,Orthic Phenomena,Locus orthic triangle's incenter is a 4-arc ellipse,3,4,2019,https://youtu.be/3qJnwpFkUFQ,,,
255,Pascal Theorem,Pascal's Theorem I: Testing if 6 points lie on the same conic,n/a,--,2021,https://youtu.be/OeN47WSnLkA,,,
256,Pascal Theorem,Pascal's Theorem II: finding a point on a 5-pt conic that lies along a specified direction,n/a,--,2021,https://youtu.be/6DdScxLWiIc,,,
257,Pascal Theorem,Pascal's Theorem III: locating the center of a 5-pt conic via conjugate diameters,n/a,--,2021,https://youtu.be/t8B6jEJ4DbU,,,
258,Pascal Theorem,Pascal's Theorem IV: locating the axes of a conic passing through 3 points and of a known center,n/a,--,2021,https://youtu.be/wnYPz_okdJc,,,
259,Pascal Theorem,Pascal's Theorem V: drawing the tangent to a 5-pt conic at a given point on the conic,n/a,--,2021,https://youtu.be/O7x513NKAuw,,,
260,Pascal Theorem,"Pascal's Theorem VI: locating the vertices, co-vertices, and foci of a 5-pt ellipse",n/a,--,2021,https://youtu.be/QAHkVIVEDso,,,
261,Pedal Invariants,"Altitude Invariants to N-Periodics and their Tangential Polygons (N=3,4)","3,4",--,2020,https://youtu.be/MvZhWbI6iB8,,T,
262,Pedal Invariants,"Altitude Invariants to N-Periodics and their Tangential Polygons (N=5,6)","5,6",--,2020,https://youtu.be/RNmHROZNGj8,,T,
263,Pedal Invariants,Area Invariants of Pedal and Antipedal Polygons,3,--,2020,https://youtu.be/LN623VjeeFQ,,T,
264,Pedal Invariants,Centroid Stationarity (even N),"4,6",--,2020,https://youtu.be/j_GD_g8aIbg,,T,
265,Pedal Invariants,Concyclic Feet of Focal Pedals and Invariant Product of Sums of Lengths for odd N,"5,6",--,2020,https://youtu.be/OT-xAdbOp8o,,T,
266,Pedal Invariants,Exploring Amazing Invariants of N-Periodics and their Pedal Polygons,3n/a12,--,2020,https://youtu.be/2yXbOV7qf7k,,T,
267,Pedal Invariants,Invariant sum of squared altitudes from each focus to tangential polygon sides,"3,4,5,6,7,8",--,2020,https://youtu.be/VUtBRzmbOYU,,T,
268,Pedal Invariants,Pedal Polygons for the N-Periodic and its Tangent Polygon: Area Ratio Invariances,"5,6",--,2020,https://youtu.be/6F7Y3UKJzdk,,T,
269,Pedal Invariants,Pedal polygons from each focus have invariant area product,5,--,2020,https://youtu.be/sw8pJFMV00w,,T,
270,Pedal Invariants,Sum of square altitudes from arbitrary point to N-periodic tangents is invariant,5,--,2020,https://youtu.be/RNmHROZNGj8,,T,
271,Pencil of Circles,Inverting a triangle with respect to a pencil of circles,3,"1, 3, 6, 15, 16, 61, 62, 372, 1151, 1152, 3312",2021,https://youtu.be/hmj5Mf7TV_s,,T,
272,Pencil of Circles,Poncelet in Circle Pencil I: the geometric Flamenco of 5-Periodics with 4 caustics,5,--,2021,https://youtu.be/L5A_S4VQLiw,,T,
273,Pencil of Circles,Poncelet in Circle Pencil II: constant-perimeter polar image of 5-gons wrt to a limiting point (billiard),5,--,2021,https://youtu.be/8dRap3ZWQjQ,,T,
274,Pencil of Circles,Poncelet in Circle Pencil II: The automatically-closing N=4 family (zero limit-polar perimeter),5,--,2021,https://youtu.be/-8CVK18UkM8,,T,
275,Pencil of Circles,Poncelet in Circle Pencil III: The automatically-closing N=6 family (zero limit-polar perimeter),6,--,2021,https://youtu.be/ZTn8oJZ5p3o,,T,
276,Pencil of Circles,Poncelet in Circle Pencil IV: Polar images of all closing permutations have same invariant perimeter,5,--,2021,https://youtu.be/KQyLs1NyYZ0,,T,
277,Pencil of Confocals,Loci of tangents to confocals: point traverses entire elliptic boundary,n/a,--,2019,https://youtu.be/EL4vgcJaktc,,,
278,Pencil of Confocals,Loci of tangents to confocals: point traverses neighborhood of right vertex,n/a,--,2019,https://youtu.be/J5CA9UJVflI,,,
279,Pencil of Confocals,"Locus of tangents from ellipse: -45,45 degrees starting points",n/a,--,2019,https://youtu.be/lXhnBksS74E,,,
280,Pencil of Confocals,"Locus of tangents from ellipse: 5,95,-45,45 degrees starting points",n/a,--,2019,https://youtu.be/Ac0iej_TaEc,,,
281,Pencil of Confocals,Tangents from a point on boundary to caustics ,n/a,--,2019,https://youtu.be/mkhhd536_2w,,,
282,Pencil of Confocals,Tangents to caustics from billiard's vertex lie on a single circle,n/a,--,2019,https://youtu.be/NsZUyDJ6IOs,,,
283,Poncelet Family,Pencil of N=3 Poncelet Ellipse Pairs: Loci of Triangular Centers,3,"1,2,3,4,5,6,7,8,9,11,100",2019,https://youtu.be/B5dRXT8Xerw,,,
284,Poncelet Family,Poncelet Family of Triangles over the Family of N=3 Caustics,3,"1,2,3,4,5,11,9,100",2019,https://youtu.be/53pCKKd_5qI,,,
285,Poncelet Family,Poncelet Triangle Inscribed in Ellipse and Circumscribed in Circle,3,"1,2,3,4,5,11,100",2019,https://youtu.be/I1BFOXN-EUw,,,
286,Poncelet Family,3-Periodics in a Concentric Homothetic Poncelet Pair: Circular Loci of four Triangle Centers,3,"2,13,14,15,16",2020,https://youtu.be/ZwTfwaJJitE,,T,
287,Poncelet Family,3-Periodics in a Homothetic-Rotated Poncelet Pair: stationary orthocenter and loci of X107 and X122,3,"4,107,122",2020,https://youtu.be/fpd_Zot5cKk,,T,
288,Poncelet Family,5- and 7-Periodics on a Homothetic-Rotated Poncelet Pair: All Altitudes Meet at the Center,"5,7",--,2020,https://youtu.be/gNHiZvBhKF8,,T,
289,Poncelet Family,5-Periodic Poncelet Families and their Pedal Polygons with Respect to their Curvature Centroids,5,--,2020,https://youtu.be/RP18B827l5I,,T,
290,Poncelet Family,"An N=3 Poncelet family (outer circle, inner ellipse) equivalent to Poristic Excentrals",3,"3,4,5",2020,https://youtu.be/wUu2iMesv3U,,T,
291,Poncelet Family,Between a Circle and a Concentric Ellipse: Poncelet 3-Periodics Identical to Poristic Excentrals.,3,"3,4,5",2020,https://youtu.be/xM1SAZO9bDc,,T,
292,Poncelet Family,Between an Ellipse and a Concentric Circle: Poncelet 3-Periodics Identical to Poristic Triangles.,3,"1,3",2020,https://youtu.be/ML_AZoX736w,,T,
293,Poncelet Family,Concentric Poncelet Pair w Circumcircle: Locus of Pseudo-Orthocenter is Circle (odd N) + Invariants,"3,5",--,2020,https://youtu.be/3f6YBohQCFg,,T,
294,Poncelet Family,Concentric Poncelet Pair w Incircle: Ratio of Sidelength Product to Perimeter is Invariant for odd N,"3,5",--,2020,https://youtu.be/7Jg2nRkkUhQ,,T,
295,Poncelet Family,Family of 3-Periodics in Five Poncelet Pairs,"1,2,3,4,9",--,2020,https://youtu.be/8hkeksAsx0E,,T,
296,Poncelet Family,Isodynamic Pedals and Isogonic Antipedals: Equilaterals with Constant Area in the Homothetic Pair,3,"2,13,14,15,16,395,396,5463,5464",2020,https://youtu.be/7qoxAaG8sbk,,T,
297,Poncelet Family,Jean-Victor Poncelet & Jakob Steiner walk into a Bierhaus + discover many invariants! Prost! Santé!,"3,4,5,6",--,2020,https://youtu.be/30cuWWaZv7A,,T,
298,Poncelet Family,N-Periodics on a Homothetic-Rotated Poncelet Pair: All Altitudes Meet at the Center!,"3,4,5,6,7",--,2020,https://youtu.be/ttKjzWeG5B8,,T,
299,Poncelet Family,New Invariants of Poncelet N-Periodics in the Homothetic Pair,5,--,2020,https://youtu.be/2PdsC3CcqaE,,T,
300,Poncelet Family,"Poncelet 3-Periodic Invariants (Outer Circle, Inner Concentric Ellipse) of the Nine-Point Center II",3,"3,5,4",2020,https://youtu.be/8xlYaQfQCTw,,T,
301,Poncelet Family,Poncelet Family: Amazing Circular Locus of X3 and the Steiner's Curvature Centroid,5,3,2020,https://youtu.be/601OfxuSDGc,,T,
302,Poncelet Family,"Poncelet Invariants:
circular + point loci of the pseudo-circumcenter and pseudo-orthocenter, N=5,6","5,6",--,2020,https://youtu.be/ZfQEDujbirQ,,T,
303,Poncelet Family,Three Geometers Walk into a Bar: the 3-periodic Poncelet-Steiner family has invariant Brocard angle.,3,2,2020,https://youtu.be/2fvGd8wioZY,,T,
304,Poncelet Family,"Concentric Ellipse-Circle Poncelet 3-Periodics: invariant inradius, circumradius and cosine sum",3,"1,3",2021,https://youtu.be/eIxb1so6ORo,,T,
305,Poncelet Family,"Limiting Points of Poncelet 3-Periodic Circle Pairs: Loci, Properties, Invariants",3,"1,3,40",2021,https://youtu.be/bHTLS2XzkIQ,,T,
306,Poncelet Family,Power Circles of Poncelet 3-Periodics have Invariant Total Area,3,"2,3,4",2021,https://youtu.be/_psLvzlWTvQ,,T,
307,Poncelet Family,"Six Families of Poncelet 3-Periodics in Concentric, Axis-Aligned Ellipses",3,"1,2,3,4,6,9",2021,https://youtu.be/14TQ5WlZxUw,,T,
